ALink,SName,Lyric,genres,genre_1,genre_2,genre_3
/deicide/,Worthless Misery,"Worthless misery, failure to me,
Promise a lie, caught in deceit,
trapped in the thought,
can't be believed, Torn from the one,
by your own will, deal with the pain,
nothing fulfilled, Scourge of grief,
dead to us, life...
resume, hell for you...

It is done and you have lost before the
world to see. Anger fit into the shock
of your insanity. Cry to god and find
that he has turned his back to you,
Made to look the way you are and
what you tried to do, No defense or
compromise will change the final
end, All alone unto yourself a midst
the suffering, Stripped the right to
recommend or try to intervene, Facts
compound the final outcome of your
own defeat, Rip the weak of their
desire and himility, Bound to hell for
all you hurt with your hyprocisy,
Bleed exposed within words of what
the bible said, Beg to death will only
get you more of what you dread,
Dead to us a remedy begin to per-
fect life, Gone for good the pain and
again that you invite, Hang yourself
with every word that you have
misperceived, Fool yourself has
now propelled me into victory.

Worthless misery, brought on by you,
Worthless filth of eve,
Entomb the womb,

Worhless to god, And us you are,
Worthless to all, Heartache befall

Worthless to me, You have no need,
Worthless in death,
Peace you wont get,

Worthless in vain, Driven insane,
Worthless your sins,
Vengeance, I win.

Penance divide, smell of disease,
fucked and distraught,

Frozen in grief, listen to none,
face your demise, caught in the act,
Dead to mankind.

Worthless misery, incased in doom,
death to you, Heart of stone will
be your fortune in the depth below,
Dignity and a conviction
to be never known,

Misery from whence you came
and all you ever knew,
Light of god and the forgiveness
count the end of you,
In distress instill the
time of the epiphany,

Here is now and you refuse to see
the suffering, Catalyst in your
disgrace unfound unto respect,
Live with hell inside the flesh until
you rot with death...

Worhless to god, And us you are,
Worthless to all, Heartache as well,

Worthless to me, You have no need,
Worthless to hell, Heaven as well,

Worthless in vain, Driven insane,
Worthless you are. Worse one by far,

Worthless disease, Brought up
by greed, Worthless in life,
Pray that you die,

Worthless in death, Peace you
won't get, Worthless your sins,
Vengeance, I win.","death metal, brutal death metal, metal",death metal,brutal death metal,metal
/danger-danger/,Goodbye,"Goodbye, all my dreams are gone
And life must carry on without me
Hello, hello Mr. Sun, I’d like to become one with you

And my heart is full of shame
For these things I have been
Lick my wounds and be born again
Pray for me, Pray for me, Pray for me

Help me, help me understand
‘Cause God I don’t give a damn about you
And if I fall from grace for these things I have done
Nail my limbs upon your cross just like you did your son, your son
Paid in full, paid in flesh, break the binds that tie me
Ash to ash, dusk to dusk, let me kiss immortal sky, Goodbye","hard rock, hair metal, glam metal",hard rock,hair metal,glam metal
/danger-danger/,She's Gone,"She's gone - Danger Danger

Im alone, im alone
As I sit in the dark and
I wait by the phone for her call
But she don't call

Even then, hurt so bad
Im holding on too tight
To everything that we had
Can't let go, don't wanna let go

Im finding it hard
to belive that she's gone
I can't lie anymore

(She's gone)

Now the nights, don't feel right
I really wish she was here
I really wish she was here, by my side
She's nowhere inside

I was hers, she was mine
Bound by a love
That was stronger than then time stood still
And she lost the will

Im finding it hard
To believe that she's gone
I can't lie anymore

She's gone, she's gone
Like a thief in the night
And nothing is right
She's gone, she's gone
All she left was the rain
Tears and the pain

And now this year have been so cold
These streets are so odd I've gotten old
And Im tired of write in the same old song
She's gone

(solo)

Im finding it hard
To believe that she's gone
I can't lie anymore

She's gone, she's gone
Like a thief in the night
And nothing is right
She's gone, she's gone
All she left was the rain
Tears and the pain

She's gone, she's gone
There's a ghost in my heart
And she plays a part
She's gone, she's gone
Like nineteen eight nine
no there ain't no sunshine

She's gone
She's gone
Like a thief in the night
She's gone
Like a shadow in the dark","hard rock, hair metal, glam metal",hard rock,hair metal,glam metal
/samael/,Bestial Devotion,"[narration:]

Tired and submissive
Lying down on the black altar
She waits passive and anguished
A frost silence glides into the assembly

[priest reflection:]

Only my invocation resounds in the heads of the followers

[priest with the crowd:]

- Glory to you Ounis
- Praise be to Ounis

[the priest:]

- So her blood may quench your thirst
- So her meat may appease your hunger
- For you we'll eat the red crown
- For you we'll lick the green crown

[priest with the crowd:]

- Glory to you Ounis
- Praise be to Ounis

[narration:]

The blade penetrates deeply in the young flesh
All together copulate with the bloody wounds

[the priest:]

Here's the theatre of our dreams
- This is the beauty of absurdity

[priest with the crowd:]

","black metal, metal, industrial metal",black metal,metal,industrial metal
/samael/,Infra Galaxia,"Instant of grace reaching the soul of a million faces
toward the sun there's no way through

Infra galaxia
Extra light delta

rolling and sailing
flying or walking
the move is fixed at the furthest point

to ride longer than time...

rolling and sailing
flying or walking
the move is fixed at the furthest point
juxtaposition of mind pattern
extrapolation of hollow void
....creation

Infra galaxia
Extra light delta
",,,,
/samael/,Promised Land,"Opening the circle avoiding the loop
linking patterns in a single group
expending our lives further than this world
widening our views, focusing our thoughts

Weightlessness of an unlocked mind
gliding above the world of thoughts
bypassing second-hand visions
aiming at the core of existence
ascertaining horizons
summarizing abstractions
constructing new foundations
with freshly found explanations

The quest is never-ending
but you keep on growing
paradise is at hand
you're born in, you're born with
but still searching for it
in your head is the promised land

Reaching greatness mirrored inside what's left unpeeled
extending knowledge to frontiers of understanding
converting doubt and hate into love and faith
ascending from within, accessing our realm

The quest is never-ending
but you keep on growing
paradise is at hand
you're born in, you're born with
but still searching for it
in your head is the promised land

Converting doubt and hate into love and faith

The quest is never-ending
but you keep on growing
paradise is at hand
you're born in, you're born with
but still searching for it
in your head is the promised land","industrial metal, black metal, metal",industrial metal,black metal,metal
/samael/,To Our Martyrs,"Reign of fear, of war,
Of silence, of resignation
Under the rules of the book of lies
Trawling the wrong path
Led like cattle

Never try to understand, accept, obey
Follow followers
And forget who you are

What's a lifestyle, to live for others
To share all with everybody
To answer love to hate

Never try to understand, accept, obey
Follow followers
And forget who you are

Take each single insult and injury
As a present, as a spiritual gold
To by your place in heaven

I spit at your god's face
I piss on the cross
I vomit on the holy bible
I shit on the blessed whore and her bastard son
I desecrate, crush and destroy
All which is sacred, all which is blessed
I've found the one who lives in me

Brothers and sisters
Time for change is coming
Bells for revenge strike the end of times

By faith, by force
We'll walk toward the light
",,,,
/belphegor/,Behind The Black Moon,"Walk the way of the hunter
Not the fucking victim
Take your own decisions
Follow your path
Hail misanthropy - hail nihilism
Behind the black moon
We praise satanics rebirth

Extreme extinction rages on without mercy
Battlefield chaos distor their souls
Behind the black moon

Taste unholy water and scream
Apocalypse will return
The sun turns into everlasting blackness
Dark centuries will arrive soon
Awake them and glorify
Their purebred blood
Behind the black moon
We praise satanics rebirth

Extreme extinction rages without mercy
Battlefield chaos distort their souls
Behind the black moon

","black metal, metal, death metal",black metal,metal,death metal
/belphegor/,Lucifer Incestus,"The goat of fukk
With cock of fire

Converte linguam tuam
In natibus meis

Lucifer Incestus
Praise the evilchurch

An occult hellride
Triumph of sin

Converte linguam tuam
In natibus meis

Lucifer Incestus
Praise the evilchurch

(by Varjoherra - dodod_666@hotmail.com)",,,,
/belphegor/,The Goatchrist,"Bloodlust - on the altar
Zombie nazarene - stoned to death
We're the flames - of resistance
Hunting - like wolfs in the shadow

Let the blood - flow between us!
Let the flesh - unite us!

Hell is open - the goatchrist prevails
You're god is dead - the goatchrist prevails

Analjesus - on the wooden cross
The ravens eye - so proud and black
Profanation - of the bible whore
Fukk christ - where's your dog god gone

Let the blood - flow between us!
Let the flesh - unite us!

Hell is open - the goatchrist prevails
You're god is dead - the goatchrist prevails

(by Varjoherra - dodod_666@hotmail.com)","black metal, blackened death metal, death metal",black metal,blackened death metal,death metal
/burzum/,Forgotten Realms,"Dream have swept me away
Into a long forgotten realms
Down into the depths of the earth
Into a hidden cavern
Into the world below
I walk into the forgotten past

Do not turn around
Never look back
Fathers and mothers from ancient times
Ghosts from a forgotten world
With wonder they look upon me
What took you so long

I wander not in darkness
I am not lost, nor bewildered
The path is not hidden
The tracks are not old
I was here a moment ago
I am home
I am home",,,,
/freedom-call/,Another Day,"I'm standing here in silence all alone
Can't decide between what's right and what is wrong
For just another day
My tears cry out the pain deep inside
For just another day - inside
For just another day

They touched the plains of Eden
They have seen, what noone saw before
Sky forces, ride horses
When you're calling me forever
I will leave and suffer here nomore
Sky forces, ride horses

The time has come to fly away from home
For just another day - inside

Take a ride away
The world has gone astray
Fly on wings of hope
Reach for better day

When the journey lasts forever
We'll be riding on and on
Cause we're standing strong together
So far away from home
So come on, come on, ... now
Another day
Fear no distance, no resistance

Srong they ride
Guardians of my soul
Sky forces, ride horses
In dreams remain our visions
They will come and sands are running low
Sky forces, ride horses

Take a ride away
The world has gone astray
Fly on wings of hope
Reach for better days

When the journey lasts forever
We'll be riding on and on
Cause we're standing strong together
So far away from home
So come on, ... now
Another day

And we fly away
The world has gone astray
Fly on wings of hope
Reach for glory days
When the journey lasts forever
We'll be riding on and on
Cause we're standing strong together
So far away from home
So come on, now
Another day

","power metal, metal, heavy metal",power metal,metal,heavy metal
